contig_size,prediction,contig_id
1000,facultative,GCF_000875755_1
1000,anaerobe,GCF_000875755_10
1000,facultative,GCF_000875755_100
1000,anaerobe,GCF_000875755_1000
1000,facultative,GCF_000875755_1001
1000,anaerobe,GCF_000875755_1002
1000,facultative,GCF_000875755_1003
1000,facultative,GCF_000875755_1004
1000,facultative,GCF_000875755_1005
1000,anaerobe,GCF_000875755_1006
1000,anaerobe,GCF_000875755_1007
1000,facultative,GCF_000875755_1008
1000,anaerobe,GCF_000875755_1009
1000,anaerobe,GCF_000875755_101
1000,facultative,GCF_000875755_1010
1000,anaerobe,GCF_000875755_1011
1000,anaerobe,GCF_000875755_1012
1000,facultative,GCF_000875755_1013
1000,facultative,GCF_000875755_1014
1000,anaerobe,GCF_000875755_1015
1000,anaerobe,GCF_000875755_1016
1000,facultative,GCF_000875755_1017
1000,facultative,GCF_000875755_1018
1000,facultative,GCF_000875755_1019
1000,facultative,GCF_000875755_102
1000,anaerobe,GCF_000875755_1020
1000,anaerobe,GCF_000875755_1021
1000,anaerobe,GCF_000875755_1022
1000,facultative,GCF_000875755_1023
1000,facultative,GCF_000875755_1024
1000,facultative,GCF_000875755_1025
1000,facultative,GCF_000875755_1026
1000,anaerobe,GCF_000875755_1027
1000,facultative,GCF_000875755_1028
1000,facultative,GCF_000875755_1029
1000,anaerobe,GCF_000875755_103
1000,anaerobe,GCF_000875755_1030
1000,anaerobe,GCF_000875755_1031
1000,anaerobe,GCF_000875755_1032
1000,facultative,GCF_000875755_1033
1000,facultative,GCF_000875755_1034
1000,anaerobe,GCF_000875755_1035
1000,anaerobe,GCF_000875755_1036
1000,facultative,GCF_000875755_1037
1000,facultative,GCF_000875755_1038
1000,facultative,GCF_000875755_1039
1000,anaerobe,GCF_000875755_104
1000,facultative,GCF_000875755_1040
1000,anaerobe,GCF_000875755_1041
1000,facultative,GCF_000875755_1042
1000,anaerobe,GCF_000875755_1043
1000,anaerobe,GCF_000875755_1044
1000,anaerobe,GCF_000875755_1045
1000,facultative,GCF_000875755_1046
1000,facultative,GCF_000875755_1047
1000,anaerobe,GCF_000875755_1048
1000,anaerobe,GCF_000875755_1049
1000,facultative,GCF_000875755_105
1000,facultative,GCF_000875755_1050
1000,facultative,GCF_000875755_1051
1000,anaerobe,GCF_000875755_1052
1000,facultative,GCF_000875755_1053
1000,anaerobe,GCF_000875755_1054
1000,facultative,GCF_000875755_1055
1000,facultative,GCF_000875755_1056
1000,anaerobe,GCF_000875755_1057
1000,facultative,GCF_000875755_1058
1000,facultative,GCF_000875755_1059
1000,facultative,GCF_000875755_106
1000,facultative,GCF_000875755_1060
1000,facultative,GCF_000875755_1061
1000,facultative,GCF_000875755_1062
1000,facultative,GCF_000875755_1063
1000,facultative,GCF_000875755_1064
1000,facultative,GCF_000875755_1065
1000,anaerobe,GCF_000875755_1066
1000,anaerobe,GCF_000875755_1067
1000,facultative,GCF_000875755_1068
1000,facultative,GCF_000875755_1069
