contig_size,prediction,contig_id
1000,anaerobe,GCF_000016385_1
1000,anaerobe,GCF_000016385_10
1000,anaerobe,GCF_000016385_100
1000,facultative,GCF_000016385_1000
1000,facultative,GCF_000016385_1001
1000,facultative,GCF_000016385_1002
1000,anaerobe,GCF_000016385_1003
1000,facultative,GCF_000016385_1004
1000,aerobe,GCF_000016385_1005
1000,aerobe,GCF_000016385_1006
1000,aerobe,GCF_000016385_1007
1000,aerobe,GCF_000016385_1008
1000,anaerobe,GCF_000016385_1009
1000,anaerobe,GCF_000016385_101
1000,anaerobe,GCF_000016385_1010
1000,facultative,GCF_000016385_1011
1000,anaerobe,GCF_000016385_1012
1000,anaerobe,GCF_000016385_1013
1000,anaerobe,GCF_000016385_1014
1000,anaerobe,GCF_000016385_1015
1000,anaerobe,GCF_000016385_1016
1000,anaerobe,GCF_000016385_1017
1000,anaerobe,GCF_000016385_1018
1000,facultative,GCF_000016385_1019
1000,anaerobe,GCF_000016385_102
1000,facultative,GCF_000016385_1020
1000,anaerobe,GCF_000016385_1021
1000,facultative,GCF_000016385_1022
1000,aerobe,GCF_000016385_1023
1000,anaerobe,GCF_000016385_1024
1000,facultative,GCF_000016385_1025
1000,anaerobe,GCF_000016385_1026
1000,facultative,GCF_000016385_1027
1000,anaerobe,GCF_000016385_1028
1000,aerobe,GCF_000016385_1029
1000,anaerobe,GCF_000016385_103
1000,anaerobe,GCF_000016385_1030
1000,facultative,GCF_000016385_1031
1000,facultative,GCF_000016385_1032
1000,anaerobe,GCF_000016385_1033
1000,anaerobe,GCF_000016385_1034
1000,anaerobe,GCF_000016385_1035
1000,anaerobe,GCF_000016385_1036
1000,facultative,GCF_000016385_1037
1000,aerobe,GCF_000016385_1038
1000,aerobe,GCF_000016385_1039
1000,facultative,GCF_000016385_104
1000,aerobe,GCF_000016385_1040
1000,anaerobe,GCF_000016385_1041
1000,anaerobe,GCF_000016385_1042
1000,facultative,GCF_000016385_1043
1000,anaerobe,GCF_000016385_1044
1000,facultative,GCF_000016385_1045
1000,facultative,GCF_000016385_1046
1000,facultative,GCF_000016385_1047
1000,anaerobe,GCF_000016385_1048
1000,facultative,GCF_000016385_1049
1000,aerobe,GCF_000016385_105
1000,anaerobe,GCF_000016385_1050
1000,facultative,GCF_000016385_1051
1000,facultative,GCF_000016385_1052
1000,facultative,GCF_000016385_1053
1000,facultative,GCF_000016385_1054
1000,facultative,GCF_000016385_1055
1000,aerobe,GCF_000016385_1056
1000,anaerobe,GCF_000016385_1057
1000,anaerobe,GCF_000016385_1058
1000,facultative,GCF_000016385_1059
1000,facultative,GCF_000016385_106
1000,facultative,GCF_000016385_1060
1000,anaerobe,GCF_000016385_1061
1000,anaerobe,GCF_000016385_1062
1000,anaerobe,GCF_000016385_1063
1000,anaerobe,GCF_000016385_1064
1000,anaerobe,GCF_000016385_1065
1000,anaerobe,GCF_000016385_1066
1000,anaerobe,GCF_000016385_1067
1000,anaerobe,GCF_000016385_1068
1000,facultative,GCF_000016385_1069
1000,facultative,GCF_000016385_107
1000,facultative,GCF_000016385_1070
1000,aerobe,GCF_000016385_1071
1000,anaerobe,GCF_000016385_1072
1000,facultative,GCF_000016385_1073
1000,anaerobe,GCF_000016385_1074
1000,anaerobe,GCF_000016385_1075
1000,facultative,GCF_000016385_1076
1000,anaerobe,GCF_000016385_1077
1000,facultative,GCF_000016385_1078
1000,anaerobe,GCF_000016385_1079
1000,aerobe,GCF_000016385_108
1000,facultative,GCF_000016385_1080
1000,anaerobe,GCF_000016385_1081
1000,aerobe,GCF_000016385_1082
1000,anaerobe,GCF_000016385_1083
1000,facultative,GCF_000016385_1084
1000,facultative,GCF_000016385_1085
1000,anaerobe,GCF_000016385_1086
1000,anaerobe,GCF_000016385_1087
1000,anaerobe,GCF_000016385_1088
1000,facultative,GCF_000016385_1089
1000,anaerobe,GCF_000016385_109
1000,facultative,GCF_000016385_1090
1000,facultative,GCF_000016385_1091
1000,anaerobe,GCF_000016385_1092
1000,anaerobe,GCF_000016385_1093
1000,aerobe,GCF_000016385_1094
1000,facultative,GCF_000016385_1095
1000,facultative,GCF_000016385_1096
1000,anaerobe,GCF_000016385_1097
1000,aerobe,GCF_000016385_1098
1000,anaerobe,GCF_000016385_1099
1000,anaerobe,GCF_000016385_11
1000,anaerobe,GCF_000016385_110
1000,facultative,GCF_000016385_1100
1000,anaerobe,GCF_000016385_1101
1000,anaerobe,GCF_000016385_1102
1000,aerobe,GCF_000016385_1103
1000,facultative,GCF_000016385_1104
1000,anaerobe,GCF_000016385_1105
1000,facultative,GCF_000016385_1106
