contig_size,prediction,contig_id
1000,anaerobe,GCF_003431975_1
1000,anaerobe,GCF_003431975_10
1000,facultative,GCF_003431975_100
1000,facultative,GCF_003431975_1000
1000,facultative,GCF_003431975_10000
1000,facultative,GCF_003431975_10001
1000,anaerobe,GCF_003431975_10002
1000,aerobe,GCF_003431975_10003
1000,anaerobe,GCF_003431975_10004
1000,facultative,GCF_003431975_10005
1000,aerobe,GCF_003431975_10006
1000,facultative,GCF_003431975_10007
1000,anaerobe,GCF_003431975_10008
1000,facultative,GCF_003431975_10009
1000,anaerobe,GCF_003431975_1001
1000,anaerobe,GCF_003431975_10010
1000,facultative,GCF_003431975_10011
1000,anaerobe,GCF_003431975_10012
1000,anaerobe,GCF_003431975_10013
1000,facultative,GCF_003431975_10014
1000,facultative,GCF_003431975_10015
1000,anaerobe,GCF_003431975_10016
1000,anaerobe,GCF_003431975_10017
1000,anaerobe,GCF_003431975_10018
1000,facultative,GCF_003431975_10019
1000,anaerobe,GCF_003431975_1002
1000,aerobe,GCF_003431975_10020
1000,facultative,GCF_003431975_10021
1000,anaerobe,GCF_003431975_10022
1000,facultative,GCF_003431975_10023
1000,facultative,GCF_003431975_10024
1000,aerobe,GCF_003431975_10025
1000,facultative,GCF_003431975_10026
1000,aerobe,GCF_003431975_10027
1000,facultative,GCF_003431975_10028
1000,anaerobe,GCF_003431975_10029
1000,anaerobe,GCF_003431975_1003
1000,facultative,GCF_003431975_10030
1000,aerobe,GCF_003431975_10031
1000,aerobe,GCF_003431975_10032
1000,facultative,GCF_003431975_10033
1000,aerobe,GCF_003431975_10034
1000,facultative,GCF_003431975_10035
1000,anaerobe,GCF_003431975_10036
1000,aerobe,GCF_003431975_10037
1000,aerobe,GCF_003431975_10038
1000,aerobe,GCF_003431975_10039
1000,anaerobe,GCF_003431975_1004
1000,facultative,GCF_003431975_10040
1000,aerobe,GCF_003431975_10041
1000,anaerobe,GCF_003431975_10042
1000,anaerobe,GCF_003431975_10043
1000,anaerobe,GCF_003431975_10044
1000,aerobe,GCF_003431975_10045
1000,anaerobe,GCF_003431975_10046
1000,aerobe,GCF_003431975_10047
1000,facultative,GCF_003431975_10048
1000,anaerobe,GCF_003431975_10049
1000,aerobe,GCF_003431975_1005
1000,facultative,GCF_003431975_10050
1000,anaerobe,GCF_003431975_10051
1000,anaerobe,GCF_003431975_10052
1000,anaerobe,GCF_003431975_10053
1000,aerobe,GCF_003431975_10054
1000,facultative,GCF_003431975_10055
1000,anaerobe,GCF_003431975_10056
1000,anaerobe,GCF_003431975_10057
1000,facultative,GCF_003431975_10058
