contig_size,prediction,contig_id
1000,anaerobe,GCF_001295365_1
1000,facultative,GCF_001295365_10
1000,anaerobe,GCF_001295365_100
1000,facultative,GCF_001295365_1000
1000,facultative,GCF_001295365_10000
1000,anaerobe,GCF_001295365_10001
1000,anaerobe,GCF_001295365_10002
1000,anaerobe,GCF_001295365_10003
1000,anaerobe,GCF_001295365_10004
1000,facultative,GCF_001295365_10005
1000,anaerobe,GCF_001295365_10006
1000,facultative,GCF_001295365_10007
1000,anaerobe,GCF_001295365_10008
1000,facultative,GCF_001295365_10009
1000,anaerobe,GCF_001295365_1001
1000,facultative,GCF_001295365_10010
1000,facultative,GCF_001295365_10011
1000,anaerobe,GCF_001295365_10012
1000,facultative,GCF_001295365_10013
1000,anaerobe,GCF_001295365_10014
1000,facultative,GCF_001295365_10015
1000,facultative,GCF_001295365_10016
1000,facultative,GCF_001295365_10017
1000,facultative,GCF_001295365_10018
1000,facultative,GCF_001295365_10019
1000,facultative,GCF_001295365_1002
1000,facultative,GCF_001295365_10020
1000,anaerobe,GCF_001295365_10021
1000,facultative,GCF_001295365_10022
1000,facultative,GCF_001295365_10023
1000,anaerobe,GCF_001295365_10024
1000,facultative,GCF_001295365_10025
1000,aerobe,GCF_001295365_10026
1000,facultative,GCF_001295365_10027
1000,facultative,GCF_001295365_10028
1000,facultative,GCF_001295365_10029
1000,anaerobe,GCF_001295365_1003
1000,anaerobe,GCF_001295365_10030
1000,facultative,GCF_001295365_10031
1000,facultative,GCF_001295365_10032
1000,facultative,GCF_001295365_10033
1000,facultative,GCF_001295365_10034
1000,facultative,GCF_001295365_10035
1000,facultative,GCF_001295365_10036
1000,facultative,GCF_001295365_10037
1000,anaerobe,GCF_001295365_10038
1000,anaerobe,GCF_001295365_10039
1000,anaerobe,GCF_001295365_1004
1000,facultative,GCF_001295365_10040
1000,facultative,GCF_001295365_10041
1000,anaerobe,GCF_001295365_10042
1000,anaerobe,GCF_001295365_10043
1000,facultative,GCF_001295365_10044
1000,facultative,GCF_001295365_10045
1000,anaerobe,GCF_001295365_10046
1000,facultative,GCF_001295365_10047
1000,facultative,GCF_001295365_10048
1000,anaerobe,GCF_001295365_10049
1000,anaerobe,GCF_001295365_1005
1000,facultative,GCF_001295365_10050
1000,anaerobe,GCF_001295365_10051
1000,facultative,GCF_001295365_10052
1000,facultative,GCF_001295365_10053
1000,facultative,GCF_001295365_10054
1000,anaerobe,GCF_001295365_10055
1000,facultative,GCF_001295365_10056
1000,facultative,GCF_001295365_10057
1000,facultative,GCF_001295365_10058
1000,aerobe,GCF_001295365_10059
1000,facultative,GCF_001295365_1006
1000,anaerobe,GCF_001295365_10060
1000,facultative,GCF_001295365_10061
1000,facultative,GCF_001295365_10062
1000,facultative,GCF_001295365_10063
1000,facultative,GCF_001295365_10064
1000,facultative,GCF_001295365_10065
1000,anaerobe,GCF_001295365_10066
1000,facultative,GCF_001295365_10067
1000,aerobe,GCF_001295365_10068
1000,facultative,GCF_001295365_10069
1000,anaerobe,GCF_001295365_1007
1000,facultative,GCF_001295365_10070
1000,facultative,GCF_001295365_10071
1000,facultative,GCF_001295365_10072
1000,anaerobe,GCF_001295365_10073
1000,facultative,GCF_001295365_10074
1000,anaerobe,GCF_001295365_10075
1000,facultative,GCF_001295365_10076
1000,anaerobe,GCF_001295365_10077
1000,anaerobe,GCF_001295365_10078
1000,facultative,GCF_001295365_10079
1000,facultative,GCF_001295365_1008
1000,anaerobe,GCF_001295365_10080
1000,anaerobe,GCF_001295365_10081
1000,facultative,GCF_001295365_10082
1000,anaerobe,GCF_001295365_10083
1000,facultative,GCF_001295365_10084
1000,facultative,GCF_001295365_10085
1000,facultative,GCF_001295365_10086
1000,facultative,GCF_001295365_10087
1000,anaerobe,GCF_001295365_10088
1000,facultative,GCF_001295365_10089
1000,facultative,GCF_001295365_1009
1000,anaerobe,GCF_001295365_10090
1000,facultative,GCF_001295365_10091
1000,anaerobe,GCF_001295365_10092
1000,aerobe,GCF_001295365_10093
1000,facultative,GCF_001295365_10094
1000,anaerobe,GCF_001295365_10095
1000,anaerobe,GCF_001295365_10096
1000,facultative,GCF_001295365_10097
1000,facultative,GCF_001295365_10098
1000,facultative,GCF_001295365_10099
1000,facultative,GCF_001295365_101
1000,facultative,GCF_001295365_1010
1000,facultative,GCF_001295365_10100
1000,anaerobe,GCF_001295365_10101
1000,facultative,GCF_001295365_10102
1000,facultative,GCF_001295365_10103
1000,facultative,GCF_001295365_10104
1000,facultative,GCF_001295365_10105
1000,facultative,GCF_001295365_10106
1000,anaerobe,GCF_001295365_10107
1000,anaerobe,GCF_001295365_10108
1000,facultative,GCF_001295365_10109
1000,facultative,GCF_001295365_1011
1000,facultative,GCF_001295365_10110
1000,facultative,GCF_001295365_10111
1000,anaerobe,GCF_001295365_10112
1000,facultative,GCF_001295365_10113
1000,facultative,GCF_001295365_10114
1000,facultative,GCF_001295365_10115
1000,facultative,GCF_001295365_10116
1000,facultative,GCF_001295365_10117
1000,facultative,GCF_001295365_10118
1000,facultative,GCF_001295365_10119
1000,anaerobe,GCF_001295365_1012
1000,facultative,GCF_001295365_10120
1000,aerobe,GCF_001295365_10121
1000,facultative,GCF_001295365_10122
1000,anaerobe,GCF_001295365_10123
1000,facultative,GCF_001295365_10124
1000,anaerobe,GCF_001295365_10125
1000,facultative,GCF_001295365_10126
1000,facultative,GCF_001295365_10127
1000,anaerobe,GCF_001295365_10128
1000,facultative,GCF_001295365_10129
1000,facultative,GCF_001295365_1013
1000,anaerobe,GCF_001295365_10130
1000,anaerobe,GCF_001295365_10131
1000,facultative,GCF_001295365_10132
